Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
T_IMPRK-2,Imperial Park 2,H6,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SNDND-1,Sundon 1,D4,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SNDND-2,Sundon 2,D4,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_STBRD-1,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_STBRD-2,Stalybridge,N7,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_63,Cardiff Airport 132 (Data_centre),H2,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_64,Waltham Cross 275 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_65,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_66,Brimsdown 132 (Data_centre),A3,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_67,North Hyde 66 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_68,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_69,Didcot A (Data_centre),D6,D,130,37.917,37.917,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_70,Elstree 132 (Data_centre),A6,A,250,72.917,72.917,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_71,Didcot B (Data_centre),D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_72,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_73,Iver B 132 (Data_centre),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_74,Berkswell (Rail),L3,L,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_75,Ickenham (new) (Rail),D4,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_76,Quainton (new) (Rail),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_77,Parkgate (Rail),L5,L,88,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_78,Parkgate (Rail),L5,L,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_79,Upper Boat 275 (Rail),H2,H,88,25.667,25.667,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_80,Staythorpe 132 (N_Rail),K5,K,14,4.083,4.083,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_81,Wymondley 400 (N_Rail),D5,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_82,Bramley 400 (N_Rail),B4,B,68,19.833,19.833,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_83,Dingley Wood 400 (N_Rail),L3,L,92.4,26.95,26.95,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_84,Hasland (New) (N_Rail),P3,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_85,Kegworth (New) (N_Rail),L7,L,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_86,Laleham 275 (N_Rail),A6,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
